A1	A2	B1	B2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
171	137	165	128
1089	1079	993	932
11	23	11	15
5	2	8	3
997	804	985	671
867	923	659	743
937	928	857	862
8	5	8	6
0	0	2	1
205	178	233	168
62	67	84	85
5	4	4	2
91	73	100	106
490	378	480	355
60	55	56	33
7	5	6	4
2	4	0	1
1	2	5	1
560	448	587	469
458	427	534	354
2737	2475	2927	2818
2068	1792	1741	1677
603	543	531	410
2987	2248	3235	2418
1	1	1	1
4	0	0	1
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
2	0	7	2
432	339	418	319
31158	31111	28073	23619
61	56	66	68
8	12	7	4
0	0	1	0
787	530	807	565
72	30	63	16
62	46	48	37
138	143	136	107
676	558	569	554
168	127	187	155
0	0	0	0
0	0	0	0
424	313	368	236
76	58	71	39
0	0	0	0
308	328	312	260
172	124	136	113
883	800	786	857
947	904	1089	953
797	748	769	703
44634	41218	48832	38156
150	90	172	134
338	266	320	256
3	4	0	1
4	2	5	1
6	5	7	8
54821	50947	57115	46510
12	9	9	6
1452	1281	1252	1121
38	73	81	69
14	11	23	5
1831	1516	1850	1624
413	363	532	382
133	96	150	123
81	61	51	59
1314	1232	1279	1320
209	192	205	171
2	1	6	5
633	506	506	519
0	0	1	0
0	0	1	0
21	24	36	12
851	662	823	462
1	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
949	1020	1139	918
0	0	1	0
200	157	200	189
219	181	253	305
0	0	0	5
0	0	0	0
0	0	0	0
710	508	617	432
2	0	1	2
704	537	675	589
398	318	320	243
112	151	138	104
33	21	25	27
287	225	229	263
153	110	125	133
57	40	48	29
73	55	60	52
15196	14625	15026	13324
22	19	17	24
3	9	5	5
2	6	4	3
84	64	138	62
496	443	539	374
28	14	17	23
1945	1899	1909	1770
220	228	182	154
3	3	4	4
2992	2718	3282	3025
830	795	754	764
242	223	259	214
675	683	714	768
136	129	128	139
2018	1819	2135	1657
4	8	10	9
339	296	382	288
59	64	38	39
17	16	13	10
54	51	58	28
3	0	2	1
4220	4046	4830	3290
622	682	1032	739
534	655	967	710
2027	1759	2340	1796
12549	12649	17706	10892
51	54	49	50
291	271	355	347
895	835	962	857
31	28	31	24
2303	1742	2161	1931
5	1	9	3
12440	11381	12099	9627
316	319	330	264
1	1	1	3
21	43	56	47
13243	11558	12181	11224
1726	1490	1838	1375
1963	1852	1707	1687
168	129	167	125
1801	1794	1470	1478
587	543	638	552
15	16	26	26
3722	2778	3734	2450
66	75	67	59
0	1	0	0
0	0	1	1
997	821	1089	761
111	95	110	92
126	108	140	93
9916	8256	7706	6143
0	0	1	0
0	2	2	2
3147	2664	3478	2341
27	29	32	25
1360	1380	2032	1723
294	314	402	314
365	343	413	314
444	466	510	501
52	90	91	67
69	64	100	62
968	781	1180	859
565	555	614	561
13766	13340	11364	9340
0	3	0	2
2531	1845	2795	1647
4	0	5	0
122	77	150	116
12	12	21	17
2174	2227	2224	1808
5408	4692	4965	4548
0	3	1	0
0	0	0	0
1792	1444	1492	1535
716	653	653	701
2	4	9	8
99	88	92	45
162	115	114	104
5437	5177	4230	3757
1679	1560	1629	1476
0	5	4	3
348	311	402	394
11513	9185	13154	10711
6603	5390	7681	6223
0	0	0	0
0	0	0	0
481	461	400	386
221	226	189	200
296	269	233	208
122	98	91	61
636	578	748	586
341	309	299	258
528	450	481	437
340	367	352	293
408	299	407	268
6	4	12	9
67	56	40	32
252	187	222	268
69	36	35	27
28	12	19	11
0	0	1	1
6	1	1	0
0	0	0	0
2	2	1	0
151	114	208	93
0	0	0	0
4	4	1	0
285	287	194	201
2	5	9	3
18	7	19	15
2998	2267	2580	1752
44	45	36	42
0	0	0	0
78	67	112	76
1410	1393	1478	1351
10	6	8	5
2	0	2	1
6	0	6	1
22	0	15	16
0	0	0	1
0	0	0	0
366	321	386	322
4868	4582	5145	3763
41	30	59	45
3428	3732	3396	3443
144	152	130	141
340	212	332	233
0	0	0	0
0	1	0	0
0	0	1	0
1526	1516	1450	1399
58	52	53	69
520	519	487	573
848	644	935	667
260	262	256	238
5	2	4	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
412	371	512	410
0	2	1	0
2209	1769	2442	1746
7	1	5	1
27983	25754	23522	20526
102	87	75	42
1270	1051	1302	1045
32	34	39	16
9	8	9	3
0	0	0	0
12016	10474	9250	8392
662	702	496	512
3032	2394	2356	2222
4	6	5	14
0	0	0	0
8218	6883	6986	6878
289	231	250	229
234	178	259	218
473	403	393	486
1728	1211	885	282
1349	991	791	250
647	544	644	656
142	120	97	111
712	589	848	770
3520	3140	2935	2691
204	202	183	218
0	0	0	0
3026	3010	3194	2755
3	8	2	2
1913	1690	2702	1993
470	377	576	439
7693	7490	7038	6526
2	0	3	0
0	0	0	1
0	1	0	0
30	28	20	23
252	196	248	220
21	30	22	24
1874	1742	2280	1856
107	112	113	105
1259	940	1406	922
1160	986	1365	1146
8	12	13	12
132	103	148	138
281	239	243	257
14	9	23	10
467	382	675	630
995	813	819	903
10686	9726	12506	11172
60	41	26	14
0	2	2	0
1063	803	1036	816
146	124	184	116
204	151	188	157
0	0	0	0
1	0	2	2
2509	2244	2572	2100
1287	1119	1397	1032
145	122	146	111
228	211	253	192
236	172	257	237
2528	2234	2212	1852
5	1	4	3
10	0	4	6
0	0	0	1
4	0	0	0
14374	12292	14629	11119
1104	1102	1193	1250
414	423	365	409
394	335	448	309
114	123	125	81
50	53	55	35
188	101	210	168
2	0	1	11
569	516	683	585
419	410	424	300
2072	2068	2170	1874
44	49	98	30
0	0	0	0
0	0	0	0
5	6	2	2
79	69	51	38
9713	8669	7795	6315
1843	1937	1623	1505
609	601	590	509
249	215	226	156
26	20	37	19
1363	1092	1365	821
2770	2193	3285	2432
234	216	240	187
2	3	2	9
1530	1193	1678	1209
379	317	290	266
298	254	221	200
799	719	818	666
281	345	353	288
23	25	29	31
0	0	0	0
1134	1105	1105	940
951	755	1109	829
1680	1566	1850	1883
28	13	40	57
0	0	1	0
4642	3968	5742	4441
182	142	226	136
0	0	0	0
1056	942	765	959
429	396	311	349
1505	1432	1488	1321
4002	4298	3022	2722
23	25	20	15
0	4	0	2
940	855	1077	919
5874	4949	5323	4897
6	10	9	12
14	5	6	2
281	322	450	422
260	290	392	384
15	18	15	6
86	66	149	110
423	348	299	266
22	16	16	14
0	0	0	0
0	4	7	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1625	1421	1646	1122
0	0	0	0
363	296	391	299
421	360	496	563
0	0	0	0
671	663	1040	960
1263	1399	1030	975
1344	1571	1309	1212
475	440	411	364
0	0	0	0
42	8	22	22
2	0	0	0
0	0	0	0
840	684	1170	720
6208	5554	9419	6301
116	111	204	100
2	0	0	2
2	3	3	1
68845	59574	72851	68102
4196	3712	5759	4316
1886	1787	2437	1964
47	36	66	48
80864	71815	68371	57278
7	11	16	14
90	78	81	73
0	0	0	1
0	0	1	1
19	14	13	21
13	16	19	11
0	0	0	0
4226	3793	2951	2916
0	5	5	1
156	152	127	118
12	8	12	6
93	96	42	61
3199	2995	2476	2239
36	20	23	15
36	20	23	15
36	20	23	15
3593	3566	2921	2488
276	251	247	236
30010	27512	24107	23710
5144	5299	4034	4262
0	0	1	0
1352	1324	2017	1667
96	80	133	139
2	0	4	1
0	0	2	1
0	1	0	2
0	0	0	1
8332	7906	6843	6172
2499	2114	2561	1919
3106	2766	2759	2505
14	15	15	25
4	4	8	0
0	0	0	0
4	4	3	4
930	797	856	912
0	0	0	0
0	4	0	0
1249	992	1136	1031
572	551	532	501
1	5	3	2
1022	990	777	769
38	38	99	103
243	225	294	301
28	44	24	28
42	44	40	31
27	19	42	33
627	530	535	483
0	0	0	1
14	10	6	11
7	3	3	7
12	2	2	8
82390	72009	59630	56290
26	18	21	12
567	732	543	657
54	93	81	66
19	18	12	18
18	30	26	22
9	10	15	7
4510	3880	4794	3587
930	799	945	702
0	0	2	0
1	0	1	4
0	2	5	2
0	0	0	0
318	321	371	335
1497	1257	1549	1155
2	0	3	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
574	457	520	453
4674	3929	4751	3333
177	162	193	125
152	129	145	108
1363	1197	1316	1250
1355	1189	1310	1238
385	303	313	340
1114	820	937	827
2	1	0	3
5	2	2	4
607	484	484	435
285	254	293	224
3132	3295	3450	2849
349	348	326	273
2	2	2	2
2	1	0	0
2	0	0	1
9160	8626	9578	8581
2875	2505	2725	2299
346	269	273	227
2212	1690	2137	1935
2220	1914	1888	1386
5	3	17	7
171	184	168	128
38	26	33	13
22	9	13	3
128	26	58	23
6235	5491	5935	5213
30	39	60	54
35	44	35	32
35	50	39	34
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1519	1153
653	544	578	414
0	0	0	0
2066	1219	1598	1167
116	58	72	62
11	7	7	5
10	12	7	6
19123	17797	18079	13250
5	1	4	1
256	226	257	165
2	8	6	6
231	230	324	272
119	170	200	180
4183	3935	3595	3059
5	7	6	10
0	0	0	0
0	0	0	0
189	164	202	200
2914	2277	2703	2188
398	376	440	370
289	182	257	247
0	0	1	0
11	7	5	5
12	7	6	5
22	13	14	13
0	2	0	0
3184	2963	2397	2599
5	2	2	4
4	5	2	4
2	13	7	3
5	6	1	9
0	3	0	3
3040	2787	3065	3045
3015	2757	3013	3013
161	167	133	145
712	681	597	605
61	59	67	47
37	42	81	63
101	124	137	107
1392	1128	1242	1223
1805	1782	1546	1199
2111	1900	2024	1579
21	18	24	18
16	8	19	14
9434	8020	8315	7529
63	101	67	82
0	0	0	0
0	4	3	1
0	0	1	1
105	62	64	36
0	0	0	0
156	168	169	197
0	0	7	2
14	16	23	10
379	273	256	258
0	2	0	1
2	0	0	0
444	199	338	186
244	274	209	222
255	222	184	186
2533	2137	2197	1841
1527	1170	1597	1070
1532	1171	1586	1109
3	8	1	0
3178	3034	2542	3005
14798	13809	9051	7767
48	57	36	38
1	2	1	0
271	216	403	262
108	92	169	127
7	7	10	8
405	370	359	339
714	768	643	606
308	266	404	303
8	6	4	3
0	0	0	0
2	3	0	1
0	2	0	2
1063	996	1024	767
128	74	141	65
0	0	0	0
0	0	0	0
0	0	0	0
15	13	17	9
2434	1954	1986	1736
261	284	328	300
5022	3878	1965	1408
22	27	41	53
10204	7890	4058	3080
312	282	345	317
0	0	0	0
252	330	198	308
0	0	0	0
9854	8758	8603	6647
103	74	77	81
0	0	0	0
73	35	67	42
148	152	187	165
1	6	5	6
2	5	7	3
9	10	3	11
10	8	4	6
2	2	0	1
12	8	8	8
0	0	0	0
2	7	4	3
3154	2725	2523	2401
2	2	0	0
2	2	2	2
122	142	173	147
55	23	33	15
2248	2162	2024	1872
2223	2133	2013	1855
1099	924	1038	707
0	0	3	2
21	11	13	6
8	10	9	8
42	30	34	22
0	0	0	0
254	274	259	197
32	41	23	8
2	6	8	2
328	304	341	246
516	596	458	634
76	63	36	78
2779	2810	2927	2268
144	114	172	188
466	454	527	462
34	56	39	50
888	728	649	592
1970	1792	1843	1866
1673	1445	1948	1324
664	637	818	692
2494	2066	1934	2047
899	911	740	714
281	243	351	274
43207	41172	42083	39518
2	2	6	4
14	10	12	19
4167	3811	4886	3275
1639	1311	1305	1144
1	0	6	2
33	25	42	28
2	0	1	0
0	0	0	0
0	0	0	1
15	15	11	10
298	359	294	329
12	23	13	10
20	12	36	22
238	161	133	74
1065	1083	1336	1151
463	535	572	438
8	14	14	12
100	68	82	50
39715	35739	32842	32251
855	633	554	566
488	348	332	308
12	18	6	6
0	0	0	0
1	0	0	0
28	28	37	17
0	0	0	0
24	33	23	22
221	218	332	303
223	246	330	310
860	676	841	597
171	144	234	195
3	0	5	3
151	195	183	128
4513	3797	4085	3190
4	0	2	1
3	1	0	3
217	179	224	156
2	0	0	1
15	12	9	5
0	0	0	2
5	0	2	1
4	2	1	0
0	0	2	0
0	0	0	0
0	0	0	0
16	2	0	2
0	0	0	0
4	0	0	0
0	0	0	0
4847	4462	3206	3200
4	2	2	2
4	5	0	0
0	0	0	0
0	2	2	0
76	96	94	86
10	4	6	3
0	2	0	0
0	0	0	0
18	11	4	2
5	14	1	0
6	10	8	1
6	10	0	0
1578	1358	1311	1229
0	0	0	1
17	41	42	24
3950	3735	3519	3120
231	0	71	42
0	0	0	2
0	0	0	0
0	0	0	0
120	74	115	75
0	4	3	1
0	0	3	0
407	374	495	374
18	3	8	15
54	26	65	58
0	0	2	0
0	0	0	1
0	0	0	0
6	0	7	0
12	10	15	13
2854	2337	2872	2364
4	0	4	1
4	4	5	2
13	18	31	21
0	5	2	0
0	11	10	1
0	0	0	1
0	0	0	0
65	29	3	5
2	0	0	0
16	15	0	0
4	0	1	0
0	0	0	0
0	2	1	0
0	0	0	0
399	431	341	295
436	353	501	361
41	26	30	37
152	88	127	107
246	212	260	269
584	559	613	497
3513	3405	2882	2513
8	4	4	6
0	0	1	2
91	73	56	47
94	88	88	96
0	0	2	0
177	210	222	194
7	2	2	0
16	13	9	5
2	1	2	1
0	2	2	2
0	0	3	0
1	0	0	0
10	14	18	2
0	0	1	2
0	0	0	0
708	632	849	598
250	251	212	238
2	6	1	3
2958	2522	2730	2656
1771	1538	1746	1486
588	586	649	591
544	449	681	529
2661	2406	2959	2030
1371	1342	1288	1043
26	20	31	19
1121	1256	1083	809
4	4	5	5
4	3	4	5
1	0	1	0
2	0	0	1
13	13	13	10
5422	4677	4791	3447
13	14	13	10
62536	46948	48226	48846
26	20	36	24
20	22	22	24
62	44	84	36
129	198	189	304
0	0	2	1
241	254	252	240
70	18	44	18
35	8	20	8
0	0	0	0
8693	6367	8311	6977
0	0	0	0
1615	1387	1871	1352
1608	1542	1485	1389
7	3	4	5
7	10	5	8
574	518	658	473
84	66	74	50
59	30	31	13
1248	819	952	898
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
791	537	789	565
37	46	65	58
404	389	378	433
388	383	368	395
5632	5350	5091	4299
2779	2646	2317	2193
2677	2571	2263	2142
427	417	632	636
2264	2192	1869	1592
869	912	1018	1139
577	691	705	631
0	0	0	0
4	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	8	6	4
110	93	118	107
30185	24498	23196	25703
6640	6274	6896	7431
5	4	9	4
6	2	7	3
10296	8783	9741	7771
626	488	543	442
0	0	1	0
7	5	6	10
941	799	824	683
1779	1397	1630	1494
2157	1698	2095	1297
485	414	471	416
68	36	78	71
1539	1081	795	598
3054	2876	2520	2140
1939	1619	1569	1404
72	152	120	56
22080	19289	20145	17669
1936	1824	1552	1160
0	0	0	0
28	56	35	42
4485	3388	4479	3182
720	444	589	406
4	0	4	1
4	0	4	1
3012	2873	2332	2279
1258	1305	1109	1097
0	0	0	0
0	0	0	1
0	0	1	0
0	0	0	0
540	460	529	451
2113	1863	2110	1912
2	0	0	0
352	310	356	298
1085	936	969	866
8	17	40	58
37	53	60	91
475	447	563	402
4092	3858	3354	3054
361	351	237	210
380	368	241	216
1937	1639	1940	1428
172	140	182	129
318	239	226	222
290	324	228	234
6106	6402	4160	4419
8098	7066	6005	5229
998	862	881	748
213	205	186	215
228	222	202	232
230	226	202	235
802	759	779	810
912	868	1021	789
2	8	7	4
46	68	122	56
14	14	34	10
396	381	408	452
546	427	470	438
11198	10806	10328	9490
5	6	3	5
2	0	8	5
0	2	0	1
4	0	3	3
2606	2348	2664	2423
2366	1973	2154	1697
187	165	183	165
109	82	128	79
58	61	55	49
32	19	24	22
5705	5178	5761	5008
81	63	73	38
1	1	3	2
3	3	4	1
2820	2468	2453	2331
824	606	620	429
0	0	1	0
216	135	174	209
172	107	132	163
629	518	617	544
213	171	204	205
208	183	231	208
4286	3867	2676	2948
329	275	425	349
2833	1236	2869	1852
18	10	22	22
3	4	10	8
3	4	9	7
158	146	193	180
154	92	172	157
0	2	3	7
2	5	4	0
22	16	23	12
0	0	0	0
0	2	3	4
246	178	185	156
2	0	2	3
1768	1595	1864	1342
833	764	785	604
1237	1057	1090	1215
656	574	560	664
939	936	932	904
0	0	0	0
0	0	1	1
2373	2111	1642	1951
64556	50924	51809	41588
14	14	12	14
18	19	14	15
6	9	11	6
73	49	73	44
599	121	730	156
43304	37193	36013	30458
4774	4529	4207	3841
5800	5238	4988	4537
9359	7671	7582	6125
9460	7780	7650	6190
959	956	1031	963
1443	1222	1501	1248
2272	2010	1875	2114
0	1	0	0
7	7	1	2
63	41	6	0
1	1	0	0
5	6	0	0
0	2	1	0
133	98	129	83
2	0	1	1
493	370	317	391
0	0	0	0
8	8	0	4
0	0	0	2
5488	5106	4381	4486
1711	1552	2315	2271
0	0	0	0
0	0	0	0
0	0	1	0
18	22	7	1
0	0	0	0
67	46	48	33
0	0	1	0
61	40	69	44
0	0	0	0
2395	2114	2803	2229
245	271	281	191
2	1	0	0
2	2	3	1
474	473	389	370
54	64	56	46
9	0	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
52	62	85	63
0	0	3	9
540	536	558	370
62	32	46	40
0	6	12	4
21818	19910	18556	19034
6	7	5	6
5943	4742	5010	4737
2860	2556	2264	2365
4001	3506	2954	3018
8	2	5	5
427	380	428	472
335	290	395	429
421	364	316	321
20	25	10	13
4	0	2	1
349	311	408	383
478	437	530	418
849	842	867	762
361	331	314	361
128	134	122	113
0	0	1	0
596	556	449	594
5	19	13	17
0	0	0	0
8	0	8	1
1	3	2	3
299	274	347	233
32916	32751	24268	24075
582	533	451	488
562	520	431	473
162	148	116	105
4	1	1	0
1	2	1	0
0	0	0	0
0	0	0	0
2729	2371	2074	2232
249	179	242	236
10	0	12	7
504	455	494	524
430	415	516	445
6	6	6	12
1195	1101	800	950
184	131	322	298
14	24	7	18
10	18	6	12
3379	3248	3131	3271
2112	1676	1878	1764
341	227	349	300
0	0	1	0
2	0	2	3
608	587	460	556
5076	4155	5202	4251
122	91	176	132
7	3	4	2
6107	5772	5698	5479
24	23	24	25
0	0	1	1
135	95	227	136
2593	2063	2403	1807
476	339	339	288
547	425	577	426
0	0	0	0
2	0	0	0
157	184	142	126
3242	2922	3036	2840
3116	2696	2190	2223
284	211	313	205
280	208	308	205
419	247	340	260
368	212	284	231
618	634	579	507
8	6	5	3
61	52	74	45
1544	1335	1776	1444
402	306	390	261
1	0	0	0
0	0	0	0
2	1	1	1
2	1	1	1
282	287	355	346
237	219	165	137
115	79	118	107
438	388	572	477
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	2	1	0
1070	839	981	838
1106	1077	1283	1210
235	209	275	227
0	0	0	0
1625	1322	1346	1313
354	261	350	328
226	157	198	188
1316	1165	1042	1160
356	384	297	330
4467	3800	3664	3082
1112	1086	673	722
19	39	35	23
0	2	0	0
178	155	127	98
24	4	20	27
0	0	2	0
0	0	0	0
338	291	378	235
558	440	387	430
514	539	587	638
933	904	1071	1169
933	671	877	824
115	97	85	91
85	50	75	52
3707	3557	3083	3115
4	1	8	4
1182	1063	1280	923
1653	1561	1458	1498
0	0	0	0
1	0	0	2
4501	3938	4576	3990
385	333	340	378
10213	10529	9849	9625
762	641	738	592
1094	996	766	792
1131	832	1047	825
2144	1720	1962	1970
44	50	44	41
318	304	249	269
4696	4564	4483	4097
1340	1115	1184	918
572	457	688	522
0	0	0	0
3079	2775	2736	3324
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	0	0
0	0	0	0
5	5	0	0
0	0	0	0
4	0	0	0
4	2	0	0
637	418	881	558
297	203	391	198
176	183	172	187
4625	4183	4601	4130
0	0	0	0
463	372	430	369
394	369	427	341
15	4	9	7
1	2	0	0
2	2	1	0
2	0	0	1
0	0	0	0
35	1	6	6
0	0	1	1
0	0	0	0
0	0	0	2
2940	2720	2445	2119
574	514	594	463
550	504	382	431
23	43	34	47
0	0	0	0
14	35	38	33
65	82	89	83
1311	1110	1114	1067
53	34	32	42
0	0	0	0
0	0	0	0
2	0	1	0
0	0	0	0
119	121	152	149
947	858	691	579
2226	2078	2192	1592
204	166	148	124
9	9	24	23
792	576	640	608
0	0	0	4
267	266	235	287
2355	2298	1846	2241
792	760	1111	957
283	259	399	334
2869	2468	2431	3017
413	281	233	303
942	841	878	804
616	588	500	557
6	4	4	3
10	12	13	23
146	89	142	125
304	242	270	246
189	145	165	109
12	8	6	7
282	254	316	260
282	253	315	260
1286	1095	1211	950
10	4	9	4
1109	928	1282	1184
2	0	0	1
37	23	31	33
2	4	4	2
4	2	2	1
4	0	0	0
72	56	157	93
163	179	194	170
14	9	3	6
1	4	0	2
1	0	0	0
5	8	1	3
0	1	1	1
9	6	0	1
13	5	2	1
0	0	0	1
169	161	136	152
537	578	429	511
120	118	82	98
120	151	112	140
318	298	286	223
32	37	43	42
0	2	1	2
0	2	3	0
0	0	0	0
0	0	0	0
1264	1281	1304	1300
0	0	0	0
8	0	8	4
8	7	6	4
30814	27793	25879	25287
3281	2515	2219	2430
3033	2728	2718	2345
0	5	7	2
0	3	1	1
0	0	0	0
204	109	117	140
3	9	10	5
145	213	131	97
1184	1211	991	1110
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
428	240	178	142
21320	19066	18222	18147
3	0	0	0
8	8	8	7
2260	1669	2275	1921
70	42	44	47
4	5	1	3
13	14	9	7
485	351	399	311
1300	1132	1321	922
262	157	212	155
4002	3837	4593	3459
69	33	70	47
0	1	0	0
272	218	234	205
1748	1543	1338	1161
6	20	13	18
0	0	0	2
0	4	5	2
135	105	115	98
194	176	168	169
239	203	243	196
226	216	237	202
10200	8699	9889	8831
1408	1260	1450	1276
727	766	607	647
85	126	91	86
423	361	455	418
10	14	5	1
78	71	88	57
647	625	627	534
424	404	486	378
478	449	516	368
1099	990	911	993
113	127	124	115
413	351	328	327
175	178	180	127
1502	1550	1687	1290
84	104	91	81
2171	1977	1726	1814
229	234	144	150
1	0	0	0
6680	6429	7196	5454
236	157	241	173
200	136	189	138
209	173	181	175
2306	1939	2470	1775
336	326	230	316
4	0	6	2
0	0	2	0
131	106	193	117
36	36	57	44
1	3	1	1
722	655	940	667
142	114	164	132
4417	4037	4608	3877
628	576	608	476
70	84	84	72
10	9	25	26
0	2	2	1
885	807	729	609
32705	29863	30059	30575
382	352	304	348
593	704	652	656
347	332	293	333
377	356	315	353
350	334	294	334
49	46	51	37
71	93	74	71
0	0	0	4
24	16	12	10
4598	3817	3321	3079
185	201	147	168
664	597	560	638
1	0	0	0
544	460	509	509
66	65	56	65
1	3	3	5
12502	11173	11156	10600
3588	3073	3875	3106
4	3	20	8
49	45	50	42
105	84	107	89
8364	8069	9962	8966
40	32	42	16
6027	4497	4618	4920
37182	32502	36881	35334
44	36	36	31
2002	1492	1534	1636
1279	1142	1296	1149
1275	1145	1298	1149
85	50	83	53
1519	1454	1797	1146
3935	3496	3532	3778
116	111	65	98
1100	1100	1247	1333
2618	2418	2386	1659
14971	14245	15423	13391
110	84	57	75
3260	3069	3173	2882
209	154	135	143
3284	3086	3207	2911
790	648	953	864
69543	64070	79865	68472
0	0	1	4
133	94	115	132
133	94	117	136
98	79	82	73
87	158	182	216
3393	2724	3269	3000
118	76	62	69
7	5	5	4
41	29	20	23
1	1	0	1
64	51	40	42
8163	7649	7594	6929
127	100	72	85
1	0	0	0
3266	3074	2813	2924
1857	1681	1705	1853
280	187	243	223
1451	1145	1383	1199
7	2	120	66
6	2	3	4
0	2	4	4
2	2	0	0
1061	1020	1243	1134
2610	2440	2009	2459
26	33	45	23
92	108	125	103
2091	2020	2453	2153
60	70	98	50
5840	5448	5275	4092
1943	1747	1486	1704
694	683	753	633
236	216	303	211
303	271	376	334
694	522	615	493
1478	1409	1614	1445
131	132	127	166
348	420	453	471
11251	9954	9940	7989
4976	4823	4613	4592
166	141	161	140
56	69	67	45
179	118	184	157
5745	5328	6360	5443
118	85	99	94
2316	1756	2033	1636
80	87	60	98
150	146	112	170
99	102	42	54
1322	1009	1469	1152
25	27	31	38
6	4	0	0
735	623	790	497
1	2	0	1
55	35	30	32
2457	2215	1796	1843
2	0	26	10
405	302	282	268
0	0	0	1
3	0	3	3
297	300	378	286
15	12	18	13
282	239	387	340
10	10	12	4
0	0	0	2
22639	21406	17466	16967
4431	4038	3534	3279
1448	1230	1453	1046
11074	9387	9566	8199
1912	1970	1532	1549
96	78	100	80
1539	1422	1410	1486
32804	29494	27770	22949
2262	2335	2135	1649
16	2	9	16
257	249	287	246
1389	1145	1492	1129
1997	1545	1955	1417
213	203	138	123
2	0	0	0
202	139	176	124
2305	1732	2185	1710
27	26	39	33
5	2	0	4
16	12	3	8
115	103	72	61
2949	2364	3043	2266
531	459	600	504
2054	1731	2573	2053
266	168	203	186
2	0	1	2
2377	2315	2170	1978
1830	1232	1487	1340
262	278	242	290
81	68	64	98
0	0	1	0
81	68	64	98
11	10	6	6
69362	59485	56116	49876
2131	1070	2059	709
767	713	727	662
55	65	54	52
250	210	254	211
2	1	0	0
0	0	0	1
0	0	0	0
3	2	13	13
9	10	0	3
1965	1687	1637	1470
2241	1995	1953	1908
312	314	364	288
81	70	97	54
14	9	13	6
5499	4180	4541	3539
4	9	3	9
1	6	1	1
114	139	135	180
716	533	710	705
32	35	26	28
1241	1265	964	1263
0	0	0	0
18	16	10	11
0	0	0	0
0	0	0	0
705	519	638	553
178	179	185	186
45	13	23	10
8	10	6	5
8	12	11	11
302	303	333	286
1056	988	748	860
43	58	50	63
340	321	444	316
305	149	342	204
1631	1524	1466	1321
13	4	9	10
4	2	0	0
0	6	0	2
0	0	0	0
1647	1172	1985	1379
40	22	31	31
6	0	6	5
24	6	18	15
24	6	18	15
50	26	40	36
12	16	12	5
216	209	282	241
0	6	1	3
2	4	4	3
1446	1264	1617	1498
643	656	509	526
643	655	509	526
4	3	2	4
8	19	23	11
166	99	129	75
40	18	30	21
585	417	538	441
380	353	363	339
0	0	0	0
0	0	0	0
8	8	2	7
2	0	0	0
0	0	0	1
15	23	1	0
0	0	0	1
12059	10951	14266	12722
107	109	128	115
100	83	86	71
6707	5769	5214	5046
0	6	9	18
4543	3890	3994	3425
2	6	1	1
766	646	827	600
281	212	248	320
0	20	15	10
0	1	0	0
0	0	3	0
4	2	0	0
6845	6099	5677	5260
3	5	2	4
134	125	106	136
1085	910	875	909
116	90	132	99
82	85	86	68
63	78	64	38
3	2	6	1
0	4	1	2
5847	4461	5226	3840
29	18	23	26
2	0	0	2
0	0	0	0
0	0	1	0
2889	2805	2710	2300
1250	1161	1212	1076
5567	4312	5801	4890
2	0	2	2
3	12	13	16
0	0	1	1
2	2	0	0
737	601	723	762
277	299	286	182
411	348	339	262
0	0	0	0
597	547	747	591
2018	1724	1882	1712
14263	11893	15505	11399
1976	1826	1681	1676
842	869	965	687
85	83	62	45
2	4	1	2
2570	2425	2633	2570
1067	1152	1112	1042
172	169	216	164
295	253	376	285
1264	1263	900	852
7	9	6	2
2041	1829	1665	1809
4416	3570	3424	3169
738	622	519	449
227	189	197	132
16	31	22	14
724	610	867	649
14140	13517	12127	10152
42	26	41	34
0	0	2	1
3055	2796	3701	2942
154	131	108	127
934	858	794	854
902	773	1049	872
0	0	0	0
42	47	42	33
657	498	699	591
0	4	1	2
24	10	17	10
0	0	0	0
0	0	20	4
4	6	4	5
1727	1709	1747	1866
408	283	403	321
345	343	482	324
138	168	242	159
612	574	504	415
2	0	3	5
998	517	372	98
0	0	0	0
